都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
131083,17,東京都,江東区,江東区立油堀川公園,コウトウクリツアブラボリガワコウエン,,1003a,江東区門前仲町1-20-1先,,35.674034,139.795477,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0048,東京メトロ東西線門前仲町駅下車徒歩3分,0,,,,,0,,0,,,,,2020/11/27
131083,18,東京都,江東区,江東区立深川公園,コウトウクリツフカガワコウエン,,1003a,江東区富岡1-14-10、富岡1-16-10、富岡1-17-9,,35.67286,139.797461,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0047,東京メトロ東西線門前仲町駅下車徒歩1分,0,,,,,0,,0,,,,,2020/11/27
131083,19,東京都,江東区,江東区立牡丹町公園,コウトウクリツボタンチョウコウエン,,1003a,江東区牡丹2-1-2,,35.669686,139.79525,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0046,東京メトロ東西線門前仲町駅下車徒歩3分,0,,,,,0,,0,,,,,2020/11/27
131083,20,東京都,江東区,江東区立古石場川親水公園,コウトウクリツフルイシバガワシンスイコウエン,,1003a,江東区牡丹2-10先、古石場3-12先,,35.670568,139.79491,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0046,東京メトロ東西線門前仲町駅下車徒歩3分,0,,,,,0,,0,,,,,2020/11/27
131083,21,東京都,江東区,江東区立古石場三丁目公園,コウトウクリツフルイシバサンチョウメコウエン,,1003a,江東区古石場3-1-4,,35.665043,139.801481,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0045,東京メトロ東西線門前仲町駅下車徒歩12分,0,,,,,0,,0,,,,,2020/11/27
131083,22,東京都,江東区,江東区立越中島公園,コウトウクリツエッチュウジマコウエン,,1003a,江東区越中島1-3-23,,35.668958,139.789573,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0044,東京メトロ東西線門前仲町駅下車徒歩7分,0,,,,,0,,0,,,,,2020/11/27
131083,23,東京都,江東区,江東区立中の島公園,コウトウクリツナカノシマコウエン,,1003a,江東区越中島1-3-26先,,35.667755,139.788797,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0044,東京メトロ東西線門前仲町駅下車徒歩7分,0,,,,,0,,0,,,,,2020/11/27
131083,24,東京都,江東区,江東区立調練橋公園,コウトウクリツチョウレンバシコウエン,,1003a,江東区越中島2-16-13、越中島3-7-17,,35.667559,139.79627,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0044,東京メトロ東西線門前仲町駅下車徒歩7分,0,,,,,0,,0,,,,,2020/11/27
131083,25,東京都,江東区,江東区立浜園公園,コウトウクリツハマゾノコウエン,,1003a,江東区塩浜1-4-4,,35.661873,139.802147,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0043,東京メトロ東西線木場駅下車徒歩15分,0,,,,,0,,0,,,,,2020/11/27
131083,26,東京都,江東区,江東区立塩浜一丁目公園,コウトウクリツシオハマイッチョウメコウエン,,1003a,江東区塩浜1-5-5,,35.659623,139.8015,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0043,東京メトロ東西線木場駅下車徒歩17分,0,,,,,0,,0,,,,,2020/11/27
131083,27,東京都,江東区,江東区立塩浜公園,コウトウクリツシオハマコウエン,,1003a,江東区塩浜2-10-14,,35.664077,139.809035,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0043,東京メトロ東西線木場駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,28,東京都,江東区,江東区立塩浜二丁目第二公園,コウトウクリツシオハマニチョウメダイニコウエン,,1003a,江東区塩浜2-17-8,,35.662334,139.810187,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0043,東京メトロ東西線木場駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,29,東京都,江東区,江東区立しおかぜ橋塩浜公園,コウトウクリツシオカゼバシシオハマコウエン,,1003a,江東区塩浜2-18-4,,35.661923,139.810888,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0043,東京メトロ東西線木場駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,30,東京都,江東区,江東区立塩浜二丁目公園,コウトウクリツシオハマニチョウメコウエン,,1003a,江東区塩浜2-25-16,,35.664635,139.814965,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0043,東京メトロ東西線東陽町駅下車徒歩8分,0,,,,,0,,0,,,,,2020/11/27
131083,31,東京都,江東区,江東区立枝川一丁目公園,コウトウクリツエダガワイッチョウメコウエン,,1003a,江東区枝川1-6-19,,35.657347,139.803445,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0051,東京メトロ有楽町線豊洲駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,32,東京都,江東区,江東区立朝凪公園,コウトウクリツアサナギコウエン,,1003a,江東区枝川1-8-5,,35.65794,139.80225,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0051,東京メトロ有楽町線豊洲駅下車徒歩8分,0,,,,,0,,0,,,,,2020/11/27
131083,33,東京都,江東区,江東区立枝川三丁目公園,コウトウクリツエダガワサンチョウメコウエン,,1003a,江東区枝川3-3-5,,35.659038,139.808361,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0051,JR京葉線潮見駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,34,東京都,江東区,江東区立暁橋公園,コウトウクリツアカツキバシコウエン,,1003a,江東区枝川3-8-30、枝川3-11-9,,35.660031,139.813285,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0051,JR京葉線潮見駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,35,東京都,江東区,江東区立豊洲一丁目第二公園,コウトウクリツトヨスイッチョウメダイニコウエン,,1003a,江東区豊洲1-2-1,,35.659722,139.792242,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,東京メトロ有楽町線豊洲駅下車徒歩8分,0,,,,,0,,0,,,,,2020/11/27
131083,36,東京都,江東区,江東区立豊洲一丁目公園,コウトウクリツトヨスイッチョウメコウエン,,1003a,江東区豊洲1-3-15,,35.661627,139.793543,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0061,東京メトロ有楽町線豊洲駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,37,東京都,江東区,江東区立豊洲公園,コウトウクリツトヨスコウエン,,1003a,江東区豊洲2-3-6,,35.653427,139.793231,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,東京メトロ有楽町線豊洲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,38,東京都,江東区,江東区立豊洲三丁目公園,コウトウクリツトヨスサンチョウメコウエン,,1003a,江東区豊洲3-5-11,,35.657714,139.796816,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,東京メトロ有楽町線豊洲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,39,東京都,江東区,江東区立豊洲四丁目第二公園,コウトウクリツトヨスヨンチョウメダイニコウエン,,1003a,江東区豊洲4-3-3,,35.654534,139.79777,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0061,東京メトロ有楽町線豊洲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,40,東京都,江東区,江東区立豊洲四丁目公園,コウトウクリツトヨスヨンチョウメコウエン,,1003a,"江東区豊洲4-5-24先,豊洲4-5-30先",,35.654931,139.798387,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,東京メトロ有楽町線豊洲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,41,東京都,江東区,江東区立豊洲五丁目公園,コウトウクリツトヨスゴチョウメコウエン,,1003a,江東区豊洲5-3-1,,35.65286,139.795396,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,東京メトロ有楽町線豊洲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,42,東京都,江東区,江東区立豊洲ぐるり公園,コウトウクリツトヨスグルリコウエン,,1003a,"江東区豊洲6-1先,豊洲5-1先",,35.640426,139.778968,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,ゆりかもめ新豊洲駅下車徒歩10分,1,,1,400,１時間400円,0,,0,,,,,2020/11/27
131083,43,東京都,江東区,江東区立豊洲六丁目第二公園,コウトウクリツトヨスロクチョウメダイニコウエン,,1003a,江東区豊洲6-2-1,,35.650463,139.792703,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,ゆりかもめ新豊洲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,44,東京都,江東区,江東区立豊洲六丁目公園,コウトウクリツトヨスロクチョウメコウエン,,1003a,江東区豊洲6-2-35,,35.646396,139.791688,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0061,ゆりかもめ新豊洲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,45,東京都,江東区,江東区立東雲緑道公園,コウトウクリツシノノメリョクドウコウエン,,1003a,江東区東雲1-7-4,,35.647035,139.800294,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0062,東京メトロ有楽町線辰巳駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,46,東京都,江東区,江東区立東雲水辺公園,コウトウクリツシノノメミズベコウエン,,1003a,"江東区東雲1-9-58先,辰巳1-1先",,35.64577,139.8065,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0062,東京メトロ有楽町線辰巳駅下車徒歩10分,0,,,,,0,,0,,,,,2020/11/27
131083,47,東京都,江東区,江東区立東雲公園,コウトウクリツシノノメコウエン,,1003a,江東区東雲2-4-17,,35.643087,139.79844,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0062,東京メトロ有楽町線辰巳駅下車徒歩15分,0,,,,,0,,0,,,,,2020/11/27
131083,48,東京都,江東区,江東区立東雲二丁目公園,コウトウクリツシノノメニチョウメコウエン,,1003a,江東区東雲2-7-6,,35.64335,139.80394,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0062,りんかい線東雲駅下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,49,東京都,江東区,江東区立東雲駅前公園,コウトウクリツシノノメエキマエコウエン,,1003a,江東区東雲2-8-4,,35.640946,139.805499,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0062,りんかい線東雲駅下車徒歩1分,0,,,,,0,,0,,,,,2020/11/27
131083,50,東京都,江東区,江東区立辰巳公園,コウトウクリツタツミコウエン,,1003a,江東区辰巳1-10,,35.647059,139.809981,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0053,東京メトロ有楽町線辰巳駅下車徒歩3分,0,,,,,0,,0,,,,,2020/11/27
131083,51,東京都,江東区,江東区立潮見運動公園,コウトウクリツシオミウンドウコウエン,,1003a,江東区潮見1-1-1,,35.655271,139.809575,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0052,都営バス（錦13深川車庫前行き）潮見1丁目バス停下車徒歩1分,0,,,,,0,,0,,,,,2020/11/27
131083,52,東京都,江東区,江東区立潮見さざなみ公園,コウトウクリツシオミサザナミコウエン,,1003a,江東区潮見1-29-24,,35.655297,139.814737,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0052,都営バス（錦13深川車庫前行き）潮見1丁目バス停下車徒歩1分,0,,,,,0,,0,,,,,2020/11/27
131083,53,東京都,江東区,江東区立千石運動公園,コウトウクリツセンゴクウンドウコウエン,,1003a,江東区千石1-5-28,,35.677417,139.812935,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0015,都営バス（東22錦糸町駅前行き）千石2丁目バス停下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,54,東京都,江東区,江東区立千石公園,コウトウクリツセンゴクコウエン,,1003a,江東区千石2-7-4,,35.679399,139.815496,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0015,都営バス（東22錦糸町駅前行き）千石2丁目バス停下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,55,東京都,江東区,江東区立川南公園,コウトウクリツセンナンコウエン,,1003a,江東区千石2-9-22,,35.67907,139.817135,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0015,都営バス（東22錦糸町駅前行き）千石2丁目バス停下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,56,東京都,江東区,江東区立千石二丁目公園,コウトウクリツセンゴクニチョウメコウエン,,1003a,江東区千石2-11-1,,35.678052,139.816309,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0015,都営バス（東22錦糸町駅前行き）千石2丁目バス停下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,57,東京都,江東区,江東区立扇橋公園,コウトウクリツオウギバシコウエン,,1003a,江東区石島18-23,,35.680793,139.811962,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0014,都営バス（東22錦糸町駅前行き）千田バス停下車徒歩5分,0,,,,,0,,0,,,,,2020/11/27
131083,58,東京都,江東区,江東区立川南海辺公園,コウトウクリツセンナンウミベコウエン,,1003a,江東区海辺1-3,,35.68009,139.817645,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0012,都営バス（東22錦糸町駅前行き）千石2丁目バス停下車徒歩3分,0,,,,,0,,0,,,,,2020/11/27
131083,59,東京都,江東区,江東区立扇橋一丁目公園,コウトウクリツオウギバシイッチョウメコウエン,,1003a,江東区扇橋1-21-28,,35.683998,139.811436,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0011,都営バス（東22錦糸町駅前行き）扇橋2丁目バス停下車徒歩2分,0,,,,,0,,0,,,,,2020/11/27
131083,60,東京都,江東区,江東区立江東公園,コウトウクリツコウトウコウエン,,1003a,"江東区扇橋2-22-2,千田16-5,千田17-5",,35.682742,139.816374,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0011,都営バス（東22錦糸町駅前行き）扇橋2丁目バス停下車徒歩2分,0,,,,,0,,0,,,,,2020/11/27
131083,61,東京都,江東区,江東区立三島橋公園,コウトウクリツミシマバシコウエン,,1003a,江東区扇橋3-7-16,,35.683155,139.820525,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0011,都営バス（東22錦糸町駅前行き）扇橋2丁目バス停下車徒歩2分,0,,,,,0,,0,,,,,2020/11/27
131083,62,東京都,江東区,江東区立扇橋三丁目公園,コウトウクリツオウギバシサンチョウメコウエン,,1003a,江東区扇橋3-20-11,,35.68399,139.818684,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0011,都営バス（東22錦糸町駅前行き）扇橋2丁目バス停下車徒歩2分,0,,,,,0,,0,,,,,2020/11/27
131083,63,東京都,江東区,江東区立横十間川親水公園,コウトウクリツヨコジュッケンガワシンスイコウエン,,1003a,"江東区扇橋3-22-9先,東陽6-1先",,35.684157,139.820674,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,公衆便所有,135-0011,都営バス（東22錦糸町駅前行き）扇橋2丁目バス停下車徒歩2分,0,,,,,0,,0,,,,,2020/11/27
131083,64,東京都,江東区,江東区立扇橋河川公園,コウトウクリツオウギバシカセンコウエン,,1003a,江東区猿江1-5-18,,35.684691,139.812727,(03)5683-5581,,,,月火水木金土日,0:00,23:59,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,135-0003,都営バス（東22錦糸町駅前行き）猿江2丁目バス停下車徒歩4分,0,,,,,0,,0,,,,,2020/11/27
