都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
13108,11,東京都,江東区,亀戸保育園,カメイドホイクエン,,1402a,江東区亀戸 6-54-2-101,,35.696517,139.832495,(03)3682-9546,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280320/kodomo/hoiku/kuritsu/kameidohoiku.html,,136-0071,JR総武線亀戸駅より徒歩8分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280320/kodomo/hoiku/kuritsu/kameidohoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,12,東京都,江東区,亀戸第二保育園,カメイドダイニホイクエン,,1402a,江東区亀戸 7-41-16　3･4階,,35.696816,139.837473,(03)3684-4386,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,多目的トイレ有り;エレベーター有り;手すり有り;出入口スロープ有り;点字ブロック有り;優先駐車場有り,https://www.city.koto.lg.jp/280321/kodomo/hoiku/kuritsu/kameidodainihoiku.html,,136-0071,都営新宿線大島駅徒歩１０分、JR総武線亀戸駅より徒歩１５分、都営バス亀戸７丁目より徒歩３分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280321/kodomo/hoiku/kuritsu/kameidodainihoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,13,東京都,江東区,亀戸第三保育園,カメイドダイサンホイクエン,,1402a,江東区亀戸 1-24-6,,35.694782,139.824356,(03)3685-2883,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,多目的トイレ有り,https://www.city.koto.lg.jp/280322/kodomo/hoiku/kuritsu/kameidodaisanhoiku.html,,136-0071,JR総武線亀戸駅より徒歩5分、都営バス亀戸駅通りより徒歩3分、都営新宿線　西大島駅より徒歩10分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280322/kodomo/hoiku/kuritsu/kameidodaisanhoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,14,東京都,江東区,わかば保育園,ワカバホイクエン,,1402a,江東区大島 9-7-8-101,,35.694031,139.844204,(03)3682-1461,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,多目的トイレ有り,https://www.city.koto.lg.jp/280323/kodomo/hoiku/kuritsu/wakabahoiku.html,,136-0072,都営新宿線東大島駅徒歩１０分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280323/kodomo/hoiku/kuritsu/wakabahoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,15,東京都,江東区,大島保育園,オオジマホイクエン,,1402a,江東区大島 5-40-4　1階,,35.68701,139.83713,(03)3681-9026,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,多目的トイレ有り;スロープ有り;手すり有り;園舎内段差なし,https://www.city.koto.lg.jp/280324/kodomo/hoiku/kuritsu/oojimahoiku.html,,136-0072,都営新宿線大島駅徒歩8分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280324/kodomo/hoiku/kuritsu/oojimahoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,16,東京都,江東区,大島第二保育園,オオジマダイニホイクエン,,1402a,江東区大島 4-1-6-130,,35.686606,139.830485,(03)3685-6059,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280325/kodomo/hoiku/kuritsu/oojimadainihoiku.html,,136-0072,都営新宿線西大島駅徒歩８分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280325/kodomo/hoiku/kuritsu/oojimadainihoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,17,東京都,江東区,大島第三保育園,オオジマダイサンホイクエン,,1402a,江東区大島 6-1-6-130,,35.693454,139.833136,(03)3685-9091,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280326/kodomo/hoiku/kuritsu/oojimadaisanhoiku.html,,136-0072,都営新宿線大島駅徒歩5分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280326/kodomo/hoiku/kuritsu/oojimadaisanhoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,18,東京都,江東区,大島第四保育園,オオジマダイヨンホイクエン,,1402a,江東区大島 8-12-20-101,,35.68728,139.838935,(03)3685-7471,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280327/kodomo/hoiku/kuritsu/oojimadaiyonhoiku.html,,136-0072,都営新宿線大島駅徒歩10分、都バス大島五丁目より徒歩5分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280327/kodomo/hoiku/kuritsu/oojimadaiyonhoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,19,東京都,江東区,北砂保育園,キタスナホイクエン,,1402a,江東区北砂 1-1-4-101,,35.682381,139.821756,(03)3647-4430,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280329/kodomo/hoiku/kuritsu/kitasunahoiku.html,,136-0073,都営新宿線西大島駅徒歩15分、都バス北砂一丁目より徒歩５分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280329/kodomo/hoiku/kuritsu/kitasunahoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,20,東京都,江東区,小名木川第二保育園,オナギガワダイニホイクエン,,1402a,江東区北砂 5-20-3-101,,35.681971,139.832029,(03)3647-9137,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,玄関にスロープあり,https://www.city.koto.lg.jp/280331/kodomo/hoiku/kuritsu/onagigawadainihoiku.html,,136-0073,都バス小名木川小学校入口より徒歩5分、都バス北砂3丁目より徒歩7分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280331/kodomo/hoiku/kuritsu/onagigawadainihoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,21,東京都,江東区,亀高第二保育園,カメタカダイニホイクエン,,1402a,江東区北砂 5-20-10-101,,35.685378,139.834133,(03)3648-9371,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280333/kodomo/hoiku/kuritsu/kametakadainihoiku.html,,136-0073,都営新宿線大島駅徒歩8分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280333/kodomo/hoiku/kuritsu/kametakadainihoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,22,東京都,江東区,東砂保育園,ヒガシスナホイクエン,,1402a,江東区東砂 2-13-2-101,,35.685125,139.841675,(03)3648-0710,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280334/kodomo/hoiku/kuritsu/higashisunahoiku.html,,136-0074,都営新宿線東大島駅徒歩１３分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280334/kodomo/hoiku/kuritsu/higashisunahoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,23,東京都,江東区,東砂第二保育園,ヒガシスナダイニホイクエン,,1402a,江東区東砂 2-6-4-101,,35.684508,139.84296,(03)3648-4488,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280335/kodomo/hoiku/kuritsu/higashisunadainihoik.html,,136-0074,都営新宿線東大島駅徒歩13分、都バス東砂団地より徒歩1分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280335/kodomo/hoiku/kuritsu/higashisunadainihoik.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,24,東京都,江東区,東砂第三保育園,ヒガシスナダイサンホイクエン,,1402a,江東区東砂 1-5-3-101,,35.68217,139.840824,(03)3640-6447,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,多目的トイレ有り;段差なし,https://www.city.koto.lg.jp/280336/kodomo/hoiku/kuritsu/higashisunadaisanhoi.html,,136-0074,都バス東砂１丁目より徒歩５分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280336/kodomo/hoiku/kuritsu/higashisunadaisanhoi.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,25,東京都,江東区,東砂第四保育園,ヒガシスナダイヨンホイクエン,,1402a,江東区東砂 7-17-35-101,,"35.674030,",139.838882,(03)3648-7750,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280337/kodomo/hoiku/kuritsu/higashisunadaiyonhoi.html,,136-0074,東京メトロ東西線南砂町駅徒歩15分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280337/kodomo/hoiku/kuritsu/higashisunadaiyonhoi.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,26,東京都,江東区,南砂第一保育園,ミナミスナダイイチホイクエン,,1402a,江東区南砂 4-4-1-102,,35.674673,139.828557,(03)3644-1706,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,,https://www.city.koto.lg.jp/280338/kodomo/hoiku/kuritsu/minamisunadaiichihoi.html,,136-0076,東京メトロ東西線南砂町駅徒歩8分、都バス境川より徒歩3分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280338/kodomo/hoiku/kuritsu/minamisunadaiichihoi.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,27,東京都,江東区,南砂第三保育園,ミナミスナダイサンホイクエン,,1402a,江東区南砂 2-3-3-102,,35.67332,139.822703,(03)3649-1767,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,こども用車椅子貸出有り;スロープ有り,https://www.city.koto.lg.jp/280339/kodomo/hoiku/kuritsu/minamisunadaisanhoik.html,,136-0076,東京メトロ　東西線　東陽町駅　徒歩8分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280339/kodomo/hoiku/kuritsu/minamisunadaisanhoik.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,28,東京都,江東区,南砂第五保育園,ミナミスナダイゴホイクエン,,1402a,江東区南砂 2-3-6-103,,35.670423,139.823842,(03)3649-2144,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,多目的トイレ有り;玄関前スロープ有り,https://www.city.koto.lg.jp/280341/kodomo/hoiku/kuritsu/minamisunadaigohoiku.html,,136-0076,東京メトロ東西線東陽町駅徒歩１０分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280341/kodomo/hoiku/kuritsu/minamisunadaigohoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
13108,29,東京都,江東区,城東保育園,ジョウトウホイクエン,,1402a,江東区南砂 7-9-11,,35.669867,139.835226,(03)3646-7087,,,,月火水木金土,7:30,19:30,,江東区には区立保育園が29園あり、「区立保育園統一保育理念」に基づき保育を実施しています。各園では特色や地域性を考慮した保育方針、保育目標、保育計画を作成し、こどもたちの最善の利益を第一に考え、日々の保育を行っています,多目的トイレ有り;エレベーター有り,https://www.city.koto.lg.jp/280342/kodomo/hoiku/kuritsu/joutouhoiku.html,,136-0076,東京メトロ東西線南砂町駅徒歩5分,0,,1,,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/28hoikuryou.html,1,https://www.city.koto.lg.jp/280308/kodomo/hoiku/ninka/siori31.html,0,,https://www.city.koto.lg.jp/280342/kodomo/hoiku/kuritsu/joutouhoiku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,,2020/3/30
